customerID,p_churn_6m,p_churn_12m
7577-SWIFR,0.3079489549816221,0.48207095765350616
8878-RYUKI,0.3077762037059073,0.4805724781897137
7586-ZATGZ,0.25236820324769127,0.48047452921386713
2250-IVBWA,0.3431224375906462,0.4795143276827095
1016-DJTSV,0.2892506668905144,0.4773945692736917
0233-FTHAV,0.146172946715165,0.47679762699617745
2789-HQBOU,0.29175851310196044,0.4761931521397622
6128-DAFVY,0.1732897819509991,0.4759645936543466
8468-EHYJA,0.15141604496841432,0.47541989885732505
7693-QPEFS,0.30387991342938536,0.4753548109235879
2378-VTKDH,0.394203331335347,0.4747610212903026
5055-MGMGF,0.3941404858873594,0.4746910194368281
5442-BHQNG,0.29571533569311204,0.4736524102345815
3452-SRFEG,0.24790721095533408,0.4704519881738609
7733-UDMTP,0.1493435514430025,0.4703675638481788
2452-KDRRH,0.46987365749510224,0.46987365749510224
6229-LSCKB,0.28594193094521025,0.46851090553640484
3170-GWYKC,0.14286181681776422,0.4684302944354063
4983-CCWMC,0.2853673674448516,0.4672979897138634
4029-HPFVY,0.28536282550550385,0.4672916434244232
7855-DIWPO,0.2636363915221973,0.46672875663422364
8270-RKSAP,0.29147470096278627,0.46663341527500646
2360-RDGRO,0.38690556182643376,0.46661845315324113
1427-VERSM,0.16829117741190547,0.46512726991004927
1996-DBMUS,0.24891592090706038,0.45785854043512697
9506-UXUSK,0.26679216502666314,0.45783168857671663
6168-YBYNP,0.1150185371712199,0.4577807610804313
0021-IKXGC,0.2874711214236668,0.45436034548801674
3164-YAXFY,0.1428513557382557,0.4543058385277591
4869-EPIUS,0.16307868353214372,0.4536588037720932
6728-VOIFY,0.25304419920423815,0.44981529851036517
3956-MGXOG,0.2425692397014253,0.4495804876736518
3318-NMQXL,0.27270137525203275,0.44946325643682106
0880-FVFWF,0.16113370302348307,0.44933539544445944
6173-GOLSU,0.4477334920067112,0.4477334920067112
1452-VOQCH,0.28247108096540163,0.4474978031824328
1548-FEHVL,0.16712236335662445,0.44698960246401587
3223-DWFIO,0.27121133421817234,0.446855196325335
0060-FUALY,0.11123052684307688,0.44605450281711834
8040-MNRTF,0.28120733483945204,0.44575733549059127
4373-VVHQL,0.2798369635767233,0.4438672959202493
8705-WZCYL,0.2798366441412947,0.44386685501901624
8486-AYEQH,0.20336630205556472,0.4429707224531664
8630-FJLIB,0.2501120818287118,0.4427991230097029
1769-GRUIK,0.25010449930521994,0.44278767520139894
0958-YHXGP,0.26890612280134385,0.4424721368811243
3420-ZDBMA,0.25816985662050596,0.44218631933574193
1469-LBJQJ,0.4419395322337959,0.4419395322337959
1077-HUUJM,0.2642162394419383,0.4357823566503779
9577-WJVCQ,0.4357811869569749,0.4357811869569749
9432-VOFYX,0.24025286534117551,0.4344479781832875
4847-TAJYI,0.2606727857076313,0.43266546497026026
8548-AWOFC,0.4325754712516239,0.4325754712516239
9128-CPXKI,0.10679337078969553,0.43206152437857537
4273-MBHYA,0.2701579104660484,0.4304371516911508
4912-PIGUY,0.26937291844456235,0.42934175260058205
6519-CFDBX,0.2624340314210395,0.42722637690357645
1508-DFXCU,0.25637823562676254,0.4262725652006265
0224-RLWWD,0.26171643288651825,0.4262057749452113
0674-EYYZV,0.2668346826256678,0.42579348585570187
8384-FZBJK,0.13146596727440762,0.42526500688943136
4115-NZRKS,0.2561409870010325,0.4241769079351406
4090-KPJIP,0.25482819292547154,0.4238309270276224
0928-XUTSN,0.24291307861134892,0.4224476183316386
2688-BHGOG,0.2596971845490499,0.4221924396318615
4250-WAROZ,0.1247024656235145,0.4207272221911842
8725-JEDFD,0.23556640443192645,0.41909992540919305
6847-KJLTS,0.09796664632466678,0.4181777511499666
9696-RMYBA,0.2416144549140481,0.4175941803075405
6918-UMQCG,0.24100841380557037,0.4166841100651476
9355-NPPFS,0.22862266582360424,0.415637451730699
9974-JFBHQ,0.2912405221201534,0.4142579974917888
3982-DQLUS,0.34051952086484505,0.4142260271833381
7562-UXTPG,0.23740452305829152,0.41412849847993083
8990-ZXLSU,0.2539502291840863,0.41398403966842734
3717-OEAUQ,0.2531027712509951,0.4138907257900065
4749-OJKQU,0.24830815125070627,0.4138747246111524
7365-BVCJH,0.2581531462910982,0.4135841665074307
4007-NHVHI,0.1453384311659932,0.4133260659027983
4612-SSVHJ,0.23901535242180016,0.41298277967583186
5288-AHOUP,0.25378934863859715,0.41288800531968006
1197-BVMVG,0.24762298752159007,0.41287439944912074
0440-QEXBZ,0.19716665551300316,0.4109950904970038
8189-XRIKE,0.19162022741576012,0.41050388798897075
0130-SXOUN,0.4104893312947179,0.4104893312947179
9822-OAOVB,0.25500074062695144,0.40912278073825525
2294-DMMUS,0.18545664176572052,0.40667632012814237
7321-VGNKU,0.24721972680917426,0.40541152325770313
9799-CAYJJ,0.24653618631835383,0.40442275727558163
7426-GSWPO,0.2834208632135159,0.4041861133104563
5222-IMUKT,0.18807783095004582,0.40406526193327275
7460-ITWWP,0.20331937647422849,0.40403035972863943
3002-WQZWT,0.20765420358638753,0.40385268039509215
5828-DWPIL,0.18353747158397993,0.40311230151590116
2831-EBWRN,0.2408687057198461,0.4029707872970506
0842-IWYCP,0.1884194012435907,0.4020849696123934
5501-TVMGM,0.2497838723831054,0.4017070011271847
9214-EKVXR,0.24927181511134255,0.4009769163641005
2275-RBYQS,0.2492636719819582,0.40096530282532206
8904-OPDCK,0.18832092461495853,0.3992173219074653
4840-ORQXB,0.1390691763314046,0.39858415363109634
7128-GGCNO,0.18625692488025802,0.3981525828834862
2501-XWWTZ,0.24303598740449228,0.39740639252321186
5206-XZZQI,0.2277176391184791,0.3962166574328455
9050-IKDZA,0.2404465261174048,0.39558095464002074
0988-JRWWP,0.2354887017124906,0.3954837677924008
2796-UUZZO,0.2175732941189472,0.39497532633623267
5243-SAOTC,0.18571971556838884,0.3945047807890093
0082-LDZUE,0.24414923885147433,0.39365163495987787
8710-YGLWG,0.24414580843876277,0.3936467163332986
8950-MTZNV,0.2441455225728446,0.39364630644954923
3566-HJGPK,0.2441420922035229,0.393641387866143
5133-POWUA,0.24414066289479308,0.39363933846815224
4402-FTBXC,0.18497647264779038,0.3931542720965323
0840-DFEZH,0.2348637602518584,0.39307396706178843
8329-GWVPJ,0.21695477936203222,0.39302414534083585
1478-VPOAD,0.2435413317802828,0.3927797255271068
6127-IYJOZ,0.24345792187143267,0.39266004924047504
5043-TRZWM,0.24295278744413562,0.3919350619163977
6986-IXNDM,0.22063410247369053,0.3911680248492211
8756-RDDLT,0.3897238197969045,0.3897238197969045
7636-PEPNS,0.08972162523815375,0.38969391454252755
0620-DLSLK,0.2213285986164708,0.38951500888449264
8023-QHAIO,0.13508452322652187,0.38907971585474443
8325-QRPZR,0.2320417202357148,0.38889175975357126
2178-PMGCJ,0.20385480923052413,0.38868768546844434
2545-EBUPK,0.2355598931212003,0.3884431392093012
6572-ADKRS,0.1801787743348725,0.3870175560759218
1226-IENZN,0.2255645717575261,0.3867276763001284
1658-XUHBX,0.0927544491907859,0.3859140836898165
1942-OQFRW,0.23851756753975395,0.3855531209035773
9281-PKKZE,0.17916398466247363,0.3851466631544622
5339-TJFEK,0.1739035899484246,0.3850253501360016
8541-QVFKM,0.22562815443382767,0.3849099079418635
3199-XGZCY,0.22561879052704614,0.38489577160575195
8720-RQSBJ,0.2378482486927349,0.38458747411829686
4706-DGAHW,0.23784153589125123,0.38457778597091896
6185-TASNN,0.2378353826291808,0.3845689053111655
3070-BDOQC,0.11161167647184345,0.3843818790926753
4067-HLYQI,0.1875280069122266,0.3837458824479967
7188-CBBBA,0.31362443573506205,0.3833593271901151
7504-UWHNB,0.20574534532797706,0.3831776535091458
4488-KQFDT,0.1385276068775514,0.38308836836505467
6710-HSJRD,0.1384839716826104,0.3829871397228187
1475-VWVDO,0.22722056589378925,0.3817160928640202
9402-ORRAH,0.2088735812085053,0.381706600845259
6856-RAURS,0.2308363308251986,0.38150739474180606
7044-YAACC,0.22606802993876918,0.3809994940029221
3450-WXOAT,0.1767448793779215,0.38067306839684745
9142-KZXOP,0.17978408046857952,0.37978622906136017
2027-WKXMW,0.2076623873599741,0.379175747952024
3570-YUEKJ,0.16999779662370218,0.3790691712512101
5543-QDCRY,0.22460077793482225,0.3788012528990492
3278-FSIXX,0.22860084953463222,0.3782126034449127
5365-LLFYV,0.22859760323316936,0.3782078130686839
3030-YDNRM,0.2209119291527516,0.3777705175947279
5649-RXQTV,0.20682916021946773,0.3771036823385465
8739-XNIKG,0.21504405411846028,0.37704291332747497
0018-NYROU,0.21495029988582093,0.37689746791252643
9003-CPATH,0.16876887969040244,0.37671516914862446
2799-ARNLO,0.21433543329858273,0.375943185030435
5188-HGMLP,0.1751273994901047,0.37508994586449373
9058-HRZSV,0.3064151507082603,0.3750261809505896
1219-NNDDO,0.22678679392874646,0.3744800681367363
9767-FFLEM,0.20543352653106584,0.37419975253023496
5872-OEQNH,0.10788510363138304,0.3737271542660511
0898-XCGTF,0.13449253726437282,0.373678815449503
3295-YVUSR,0.2254076590698808,0.3734925086302321
4367-NHWMM,0.22956021995347475,0.3725747772373703
7537-RBWEA,0.22955886252802515,0.3725728014049343
9450-TRJUU,0.19170210366170926,0.3720914631243657
2346-DJQTB,0.19138996961677657,0.3715611486263545
4570-QHXHL,0.22460295815319475,0.37125360001831875
2800-VEQXM,0.21913388835650582,0.37101651667587443
6557-BZXLQ,0.21521780588468875,0.37095968424359904
2067-QYTCF,0.2577601455643058,0.3707072428285034
1728-BQDMA,0.22327552295448194,0.37033182215109506
4537-DKTAL,0.22326968918913748,0.3703231642559133
3798-EPWRR,0.22264512767281297,0.36939593962983575
3055-OYMSE,0.20987821447657906,0.3686851259938998
9115-YQHGA,0.1846414407714806,0.36846032404039786
7354-OIJLX,0.2220623701130222,0.367490619955657
5928-QLDHB,0.2220602585390975,0.3674874881889483
5144-TVGLP,0.20122001487184737,0.3674169172321552
5076-YVXCM,0.20075934085910951,0.36732674489914907
3370-HXOPH,0.2166219984467016,0.3672185650561174
8788-DOXSU,0.08713367154294738,0.3666177161629992
3955-JBZZM,0.20875594470957604,0.3666003290377984
6860-YRJZP,0.22144173786108712,0.3665698318266446
3452-ABWRL,0.17785584744116645,0.36645975198682257
6952-OMNWB,0.36593287880762393,0.36593287880762393
2468-SJFLM,0.22464281247980578,0.3653991577150343
4195-NZGTA,0.22420980599876028,0.364765580956389
0899-WZRSD,0.12506575057387648,0.3647147950810705
2123-AGEEN,0.2156726677546994,0.36437065242177014
4098-NAUKP,0.36427628520656785,0.36427628520656785
0374-IOEGQ,0.21451375552726104,0.3640226919893713
9644-KVCNC,0.3636763993559513,0.3636763993559513
6339-YPSAH,0.21938092722598246,0.3635080127727034
6994-KERXL,0.2143650108555495,0.36336509036770837
8782-LKFPK,0.17071111893038715,0.3631209618293042
5153-RTHKF,0.18422604919353536,0.3629389820798099
4854-CIDCF,0.21338740346831986,0.36231218353065753
2338-BQEZT,0.15005023007580598,0.3617257034832865
4770-UEZOX,0.21713330275295217,0.361186250093135
0491-KAPQG,0.19566346775173782,0.3606672844626444
7823-JSOAG,0.21208227276462588,0.3603274966689606
4937-QPZPO,0.12865483933617483,0.3598907052671497
2862-PFNIK,0.2207484602994888,0.3596909183308933
5895-QSXOD,0.21640837869717033,0.35907984607404886
5392-AKEMH,0.21093836065987626,0.3587618264381941
6599-SFQVE,0.21066596419554895,0.35851836204204846
4633-MKHYU,0.21589010400333042,0.3583063592310243
9272-LSVYH,0.2101303181492773,0.35801691317097994
0575-CUQOV,0.10246389880389584,0.35797904984558604
1608-GMEWB,0.17677129765803656,0.35784466888216837
8687-BAFGU,0.21939345065606675,0.3576995019121586
8705-DWKTI,0.22004170594322214,0.3575931896869966
1766-GKNMI,0.18039866446436448,0.3573193966015328
1393-IMKZG,0.21885081813426377,0.356901247621061
2424-WVHPL,0.2187661559062366,0.3567766635681081
3808-HFKDE,0.2019623169049395,0.35595076188147856
3951-NJCVI,0.15792721849244995,0.35571223820944164
2363-BJLSL,0.15859553686878547,0.35560836567286436
0248-IPDFW,0.21733160548558494,0.3546640459253466
8873-GLDMH,0.2078320029070545,0.3541891713798573
2325-NBPZG,0.2079489139949836,0.35402299838065
9591-YVTEB,0.1462606344425602,0.35383559038774537
0508-OOLTO,0.2111621871320093,0.35223812087517337
5150-ITWWB,0.20651308652751743,0.35182622109922024
8012-SOUDQ,0.16488317037195865,0.3516439234015082
5605-IYGFG,0.20650285575736027,0.3504387576890491
1910-FMXJM,0.19434413633904146,0.3487571257647575
5712-AHQNN,0.1632858935905095,0.348657727210525
2740-TVLFN,0.2127707094018031,0.34792709236046304
9365-SRSZE,0.19033305235997133,0.34749106013655706
7801-KICAO,0.18922617274089004,0.34702249321784495
6175-IRFIT,0.19565594210600024,0.3466124636927731
6198-ZFIOJ,0.19564504537715377,0.3465951615661663
2672-OJQZP,0.21177877548014568,0.34645781577191515
7252-NTGSS,0.21177674788377776,0.3464548109551625
6582-OIVSP,0.2117759875394456,0.34645368415369215
7754-IXRMC,0.2117757340918568,0.3464533085537854
0455-XFASS,0.2028226312688809,0.3461639643166742
1628-BIZYP,0.21079366201057137,0.3449972002464582
2215-ZAFGX,0.20689037694405465,0.3448077688086376
0432-CAJZV,0.20177434955013684,0.34455139881905994
1752-OZXFY,0.09791465963551105,0.3445344531521103
4236-UJPWO,0.20533474700120669,0.3434508762229146
8495-LJDFO,0.23719028496832306,0.34340243736814
5119-NZPTV,0.20497855110497465,0.34291202358013784
2800-QQUSO,0.15128576249393122,0.3426361905822387
5298-GSTLM,0.09723235995359836,0.34249980956208814
7672-VFMXZ,0.10117121474160518,0.34237660065623665
5858-EAFCZ,0.20732015459227193,0.33983561651473915
4146-SVFUD,0.20731940806481963,0.33983450526732073
9244-ZVAPM,0.2073144312745041,0.3398270970185102
3761-FLYZI,0.2761907646224472,0.3398233769003587
9053-EJUNL,0.1652406802101789,0.3393239544945905
6350-XFYGW,0.19859100595263712,0.33923183699705506
4282-ACRXS,0.18338613987112218,0.33829567538620253
0420-HLGXF,0.16908261964093463,0.33810417041058716
1335-NTIUC,0.20219960787749724,0.33772183963241653
0595-ITUDF,0.23294665194227282,0.33771807629051165
5533-RJFTJ,0.1682304163712054,0.3370352609427266
9840-EFJQB,0.20538442305482496,0.33695140445229144
7206-PQBBZ,0.20134254471873525,0.33567120260172434
0744-GKNGE,0.23096268438985956,0.3350545587635141
5399-ZIMKF,0.18828352376192758,0.3348552021842912
5522-JBWMO,0.2035591864983658,0.334226756017986
1658-TJVOA,0.19415508546929994,0.3331050705193501
6260-ONULR,0.2024510845895683,0.33257022005743375
8356-WUAOJ,0.2023489174161578,0.3324173958760468
9350-VLHMB,0.3323482849653401,0.3323482849653401
8979-CAMGB,0.22854842443031131,0.3318082287518116
6794-HKIAJ,0.14625757911366633,0.33128903518548647
2038-LLMLM,0.171463812431202,0.33122815074543777
6988-CJEYV,0.16487280909763613,0.3310486129537248
9743-DQKQW,0.19299119624791017,0.3309675546568708
8405-IGQFX,0.17803681941728156,0.3307043406381782
4948-WBBKL,0.18315683154317708,0.3306873041904431
8996-ZROXE,0.09694178442442969,0.3301331777256449
2018-QKYGT,0.20064169536107168,0.3298614106717236
2876-GZYZC,0.18355612850325476,0.32971809777545336
2586-CWXVV,0.15109260243094869,0.32968715765302514
8875-AKBYH,0.18528384990134628,0.3294391221530957
7924-GJZFI,0.1734658648227888,0.3294209916565166
1666-JXLKU,0.18764203926978973,0.3292893886615793
3496-LFSZU,0.1921679091922872,0.3292851847236554
8160-HOWOX,0.19260068303789468,0.32904990296269754
5652-MSDEY,0.19114386683899853,0.3287174700261769
1302-UHBDD,0.1848012960088119,0.32866431274192076
0434-CSFON,0.15694482741200944,0.32826665576434966
2055-SIFSS,0.13417206213817157,0.3282516663983147
8903-XEBGX,0.19532591569121605,0.32823321004378936
2883-ILGWO,0.09583962474511099,0.3269149095221856
0913-XWSCN,0.13339913936025016,0.3265942767598322
8161-QYMTT,0.1903988203175918,0.3256328070342366
1536-HBSWP,0.19770609362121527,0.32545628717984587
7858-GTZSP,0.18918666970661924,0.32520737502255903
8631-WUXGY,0.14753795668731795,0.325132207221671
6034-YMTOB,0.18212262710498284,0.32495149711614135
3162-KKZXO,0.13247831774232233,0.32461634336544565
3191-CSNMG,0.18879436709463815,0.32443095017833645
5628-FCGYG,0.17355424974720213,0.3240396170476646
6705-LXORM,0.18145115590673888,0.323867780138236
2786-GCDPI,0.17399558999595321,0.32310102310228894
9819-FBNSV,0.18311901977226597,0.32209355341708445
6496-JDSSB,0.18448133924820542,0.32130876659345686
8980-WQFWL,0.16224773310683682,0.32097596953712915
9895-VFOXH,0.19464448002223877,0.32084853295607396
3589-PPVKW,0.19083484774005477,0.3204114569308796
2842-BCQGE,0.1483818835683247,0.3204065247393265
8660-BUETV,0.18606515259524647,0.32016426503154494
7326-RIGQZ,0.18581919361467403,0.32009952361439054
8695-ARGXZ,0.1596080789077443,0.3195858656148014
6402-EJMWF,0.1859371276123808,0.31957024722308414
4184-VODJZ,0.17124530383114955,0.31932969496436914
3716-UVSPD,0.19350762531254062,0.31913403973753285
3896-RCYYE,0.31911401791855387,0.31911401791855387
8242-SOQUO,0.1784783143474552,0.3190595799962812
9873-MNDKV,0.19035067480614443,0.3189451978397967
3966-HRMZA,0.18506535533661173,0.31859810799291977
7537-CBQUZ,0.1705813615204531,0.31821243956225576
7148-XZPHA,0.12942917727231495,0.3180403194877147
1096-ADRUX,0.3179770691401712,0.3179770691401712
2252-JHJGE,0.11091858492760931,0.3167134990227567
2373-NTKOD,0.18085686200957996,0.3155644270606528
7363-QTBIW,0.18759698006394743,0.3154427455930734
9494-MRNYX,0.18258983798393025,0.31531743103317134
6075-QMNRR,0.1915322233139658,0.315184119140399
1751-NCDLI,0.14230588423997714,0.31488239032670107
5879-SESNB,0.18766764574478423,0.31483409448661503
3439-GVUSX,0.19050027489681887,0.3145894692455389
6158-HDPXZ,0.19049588295707498,0.31458282260923953
6627-CFOSN,0.072514610464673,0.3141488974166582
3404-JNXAX,0.16852311828332323,0.31409890970525933
4061-UKJWL,0.18207921513637604,0.31391038731861676
4450-DLLMH,0.18587574378782268,0.31371986932967966
5899-OUVKV,0.13595259483014188,0.31344986658124185
1689-YQBYY,0.1813412972499957,0.31290914416135207
7839-NUIAA,0.10936605046320746,0.3128408178170047
5446-DKWYW,0.1093031568377677,0.31268361535496136
3756-VNWDH,0.2530975634725343,0.31264193000411844
9588-OZDMQ,0.1850857070654789,0.31250017706275623
8096-LOIST,0.1772303768691479,0.3123188455667002
5857-TYBCJ,0.14370241884829793,0.31197285363249805
2038-OEQZH,0.18103003586935495,0.3118734081273902
4274-DRSQT,0.3116148148733733,0.3116148148733733
2080-GKCWQ,0.18387362186614176,0.31062699816581274
8778-LMWTJ,0.18442373143927393,0.3105573347919893
2235-DWLJU,0.17962608446595096,0.31036118157100023
3317-VLGQT,0.16973257584830126,0.3094531826705311
8450-UYIBU,0.15570383133235843,0.30932443176964197
1941-HOSAM,0.18675559902109506,0.30891207870446724
6650-VJONK,0.186748022987259,0.3089005715944262
3961-SXAXY,0.18674711440175173,0.3088991915535523
2988-GBIVW,0.30812202295833024,0.30812202295833024
0082-OQIQY,0.15217114725666803,0.30709135129710696
9208-OLGAQ,0.16517233106365425,0.30705812476343763
0411-EZJZE,0.17772646429207095,0.3070504779336589
7901-HXJVA,0.1680889219894588,0.30672922015200355
2985-FMWYF,0.16312186530825323,0.30662000149081736
8087-LGYHQ,0.18138794456630813,0.30586886872595076
7878-JGDKK,0.17720272814839466,0.30584224667813886
6786-OBWQR,0.17021056463409756,0.3056000493591361
4884-ZTHVF,0.1743900387482351,0.30525836523923666
1391-UBDAR,0.18138277755702092,0.3051604417045939
6652-YFFJO,0.18137122321743948,0.30514260106952074
2880-FPNAE,0.18015001155160315,0.30485800054557144
4727-MCYZG,0.18404612457288405,0.30479132228261563
4879-GZLFH,0.1324380069964225,0.30465219247695474
9290-SHCMB,0.1680818589860945,0.3044259579504265
0187-QSXOE,0.17654064198187436,0.3039414587588525
8807-ARQET,0.14600768158570754,0.3038680062388107
3413-DHLPB,0.0843193637339783,0.30308452785421436
3320-VEOYC,0.16563885967374026,0.3026589224640953
0581-BXBUB,0.1750103437310554,0.30237639667252103
7109-MFBYV,0.1594674687401042,0.30200131633634153
7074-STDCN,0.14883051113173817,0.301625130034218
9576-SYUHJ,0.16991843282817654,0.3008817256612736
8445-DNBAE,0.18112847188701986,0.3003418912062422
9752-ZNQUT,0.18095979306044196,0.3000842730690648
4395-PZMSN,0.16642683003774017,0.2993973865829125
0058-EVZWM,0.12087103424663947,0.29936535024032096
4062-HBMOS,0.18045055010198852,0.29837962098412085
1656-DRSMG,0.15856707677227033,0.2978332487747942
7402-EYFXX,0.15673999778193948,0.29730551933047855
8677-HDZEE,0.0986592604262001,0.29722100804335916
8064-RAVOH,0.17887504602444015,0.29689685280225686
1200-TUZHR,0.16906624512852086,0.2967191729585945
5371-VYLSX,0.15824427073946823,0.29648832145345294
3055-MJDSB,0.17519982495099484,0.29626751109990057
5630-IXDXV,0.13992141787178003,0.2962282131353706
7269-JISCY,0.11915807169308856,0.2955887234647724
1777-JYQPJ,0.17413515613278963,0.29549311610895024
3489-HHPFY,0.1739028626991561,0.2951303044894502
8993-IZEUX,0.17092393727044364,0.2950593192457702
5136-GFPMB,0.1333895000608457,0.2950364866436883
2683-JXWQQ,0.10201393718512564,0.2942952626162343
8495-PRWFH,0.12717069936915948,0.29380391297710584
5233-AOZUF,0.1448655424334797,0.2937525042316428
3055-VTCGS,0.15617367258462134,0.29373675122430654
8149-AIQCG,0.1442529443564151,0.29323016833575954
8800-JOOCF,0.1686533129727933,0.29280047023647326
0650-BWOZN,0.15661084289112237,0.2925426194725006
0439-IFYUN,0.15660637868380833,0.29253501080347855
9360-OMDZZ,0.15698320798920506,0.29126270329582327
1472-TNCWL,0.1588900101493943,0.29064818747769594
5216-WASFJ,0.12489111672653364,0.2906015443783775
5935-FCCNB,0.15229629822373691,0.2901654750571241
8120-JDCAM,0.1673238871081617,0.2901617249946754
5968-VXZLG,0.17065839265144522,0.2900540139650504
0999-QXNSA,0.1676354973393276,0.28983480812522433
0221-WMXNQ,0.16700790943563426,0.2896574873593978
3196-NVXLZ,0.15044937669500225,0.2896529605690298
8818-DOPVL,0.12961945608237724,0.28964707497597597
4724-WXVWF,0.14774181162786648,0.2896047894837468
4452-QIIEB,0.16717626619226145,0.2891037803997544
7967-HYCDE,0.16391566179300288,0.28841077503641466
8455-HIRAQ,0.16386591294735608,0.2883302998190075
5382-SOYZL,0.14568998432377422,0.28817663253482917
